id,type,level,keyword,meaning,example_1,translation_1,example_2,translation_2,
952,vocabulary,TOPIK I,아래,under,책상 아래에 있어요,It is under the desk,아래로 내려가요,Go down,
953,vocabulary,TOPIK I,아름답다,beautiful,경치가 아름다워요,The view is beautiful,꽃이 아름다워요,The flower is beautiful,
954,vocabulary,TOPIK I,아마,maybe,아마 갈 거예요,Maybe I will go,아마 맞아요,Maybe it’s correct,
955,vocabulary,TOPIK I,아무,any,아무도 없어요,No one is here,아무거나 괜찮아요,Anything is fine,
956,vocabulary,TOPIK I,아버님,father (honorific),아버님을 만나요,I meet father (formal),아버님이 오세요,Father comes,
957,vocabulary,TOPIK I,아버지,father,아버지를 사랑해요,I love my father,아버지가 일해요,Father works,
958,vocabulary,TOPIK I,아빠,dad,아빠가 와요,Dad comes,아빠랑 놀아요,I play with dad,
959,vocabulary,TOPIK I,아시아,Asia,아시아에 가요,I go to Asia,아시아 문화,The culture of Asia,
960,vocabulary,TOPIK I,아이,child,아이가 울어요,The child cries,아이가 웃어요,The child smiles,
961,vocabulary,TOPIK I,아이스크림,ice cream,아이스크림을 먹어요,I eat ice cream,아이스크림이 차가워요,It is cold,
962,vocabulary,TOPIK I,아저씨,mister,아저씨가 와요,The man comes,아저씨를 봐요,I see a man,
963,vocabulary,TOPIK I,아주,very,아주 좋아요,Very good,아주 빨라요,Very fast,
964,vocabulary,TOPIK I,아줌마,old lady,아줌마가 말해요,The lady speaks,아줌마를 만나요,I meet her,
965,vocabulary,TOPIK I,아직,yet,아직 안 했어요,I haven’t done it yet,아직 몰라요,I don’t know yet,
966,vocabulary,TOPIK I,아침,morning,아침이에요,It is morning,아침에 일어나요,I wake up in the morning,
967,vocabulary,TOPIK I,아침밥,breakfast,아침밥을 먹어요,I eat breakfast,아침밥이 맛있어요,It is delicious,
968,vocabulary,TOPIK I,아침식사,breakfast,아침식사를 해요,I have breakfast,아침식사가 중요해요,It is important,
969,vocabulary,TOPIK I,아파트,apartment,아파트에 살아요,I live in an apartment,아파트가 커요,It is big,
970,vocabulary,TOPIK I,아프다,sick,몸이 아파요,I am sick,머리가 아파요,My head hurts,
971,vocabulary,TOPIK I,아프리카,Africa,아프리카에 가요,I go to Africa,아프리카가 넓어요,It is wide,
972,vocabulary,TOPIK I,아홉,nine,아홉 개 있어요,There are nine,아홉 명이에요,Nine people,
973,vocabulary,TOPIK I,어른,adult,어른이 많아요,There are many adults,어른처럼 행동해요,Act like an adult,
974,vocabulary,TOPIK I,어리다,young,나이가 어려요,Young age,아직 어려요,Still young,
975,vocabulary,TOPIK I,어린이,child,어린이가 많아요,Many children,어린이를 도와요,Help children,
976,vocabulary,TOPIK I,어머니,mother,어머니를 사랑해요,I love my mother,어머니가 요리해요,Mother cooks,
977,vocabulary,TOPIK I,어머님,mother (formal),어머님이 오세요,Mother comes,어머님께 말해요,I speak to mother,
978,vocabulary,TOPIK I,어서,quickly,어서 와요,Come quickly,어서 먹어요,Eat quickly,
979,vocabulary,TOPIK I,어울리다,suit (look good),잘 어울려요,It suits you,옷이 어울려요,The clothes fit well,
980,vocabulary,TOPIK I,어저께,yesterday,어저께 만났어요,I met yesterday,어저께 갔어요,I went yesterday,
981,vocabulary,TOPIK I,어제,yesterday,어제 공부했어요,I studied yesterday,어제 비 왔어요,It rained yesterday,
982,vocabulary,TOPIK I,어젯밤,last night,어젯밤에 잤어요,I slept last night,어젯밤에 공부했어요,I studied last night,
983,vocabulary,TOPIK I,언니,older sister (for female),언니가 있어요,I have an older sister,언니와 쇼핑해요,I go shopping with my older sister,
984,vocabulary,TOPIK I,언제,when,언제 가요?,When do you go?,언제 만나요?,When do we meet?,
985,vocabulary,TOPIK I,언제나,always/anytime,언제나 바빠요,I am always busy,언제나 좋아요,It is always good,
986,vocabulary,TOPIK I,얼굴,face,얼굴이 예뻐요,The face is pretty,얼굴을 씻어요,I wash my face,
987,vocabulary,TOPIK I,얼마나,how much/how,얼마나 걸려요?,How long does it take?,얼마나 비싸요?,How expensive is it?,
988,vocabulary,TOPIK I,얼음,ice,얼음을 넣어요,I add ice,얼음이 차가워요,The ice is cold,
989,vocabulary,TOPIK I,엄마,mom,엄마가 요리해요,Mom cooks,엄마를 사랑해요,I love my mom,
990,vocabulary,TOPIK I,없다,not exist,시간이 없어요,I don’t have time,돈이 없어요,I don’t have money,
991,vocabulary,TOPIK I,없이,without,말 없이 나갔어요,He went out without saying anything,돈 없이 살 수 없어요,You cannot live without money,
992,vocabulary,TOPIK I,에어컨,air conditioner,에어컨을 켜요,I turn on the air conditioner,에어컨이 시원해요,The air conditioner is cool,
993,vocabulary,TOPIK I,엔,yen,엔으로 계산해요,I pay in yen,천 엔이에요,"It is 1,000 yen",
994,vocabulary,TOPIK I,엘리베이터,elevator,엘리베이터를 타요,I take the elevator,엘리베이터가 고장 났어요,The elevator broke,
995,vocabulary,TOPIK I,여권,passport,여권을 보여 주세요,Please show your passport,여권을 잃어버렸어요,I lost my passport,
996,vocabulary,TOPIK I,여기,here,여기에 앉으세요,Please sit here,여기가 좋아요,Here is good,
997,vocabulary,TOPIK I,여기저기,here and there,여기저기 찾아봤어요,I looked here and there,여기저기 사람이 많아요,There are people here and there,
998,vocabulary,TOPIK I,여덟,eight,여덟 개 있어요,There are eight,여덟 명이 왔어요,Eight people came,
999,vocabulary,TOPIK I,여동생,younger sister,여동생이 있어요,I have a younger sister,여동생과 놀아요,I play with my younger sister,
1000,vocabulary,TOPIK I,여든,eighty,여든 살이에요,He is eighty years old,여든 명이 있어요,There are eighty people,
1001,vocabulary,TOPIK I,여러,many/several,여러 사람이 왔어요,Several people came,여러 가지가 있어요,There are many kinds,
1002,vocabulary,TOPIK I,여러가지,various,여러가지 음식을 먹어요,I eat various foods,여러가지 방법이 있어요,There are various methods,
1003,vocabulary,TOPIK I,여러분,everyone,여러분 안녕하세요,Hello everyone,여러분 감사합니다,Thank you everyone,
1004,vocabulary,TOPIK I,여름,summer,여름은 더워요,Summer is hot,여름에 바다에 가요,I go to the sea in summer,
1005,vocabulary,TOPIK I,여보세요,hello (phone),여보세요?,Hello?,"여보세요, 누구세요?","Hello, who is this?",
1006,vocabulary,TOPIK I,여섯,six,여섯 개 있어요,There are six,여섯 명이 왔어요,Six people came,
1007,vocabulary,TOPIK I,여자,woman,여자가 있어요,There is a woman,여자를 만났어요,I met a woman,
1008,vocabulary,TOPIK I,여학생,female student,여학생이 많아요,There are many female students,여학생을 만났어요,I met a female student,
1009,vocabulary,TOPIK I,여행,travel,여행을 가요,I travel,여행이 재미있어요,Travel is fun,
1010,vocabulary,TOPIK I,여행사,travel agency,여행사에 가요,I go to a travel agency,여행사에서 예약해요,I make a reservation at the agency,
1011,vocabulary,TOPIK I,역,station,역에 가요,I go to the station,역이 가까워요,The station is near,
1012,vocabulary,TOPIK I,오랫동안,for a long time,오랫동안 기다렸어요,I waited for a long time,오랫동안 공부했어요,I studied for a long time,
1013,vocabulary,TOPIK I,오렌지,orange,오렌지를 먹어요,I eat an orange,오렌지가 달아요,The orange is sweet,
1014,vocabulary,TOPIK I,오르다,climb/go up,산에 올라요,I climb a mountain,가격이 올랐어요,The price went up,
1015,vocabulary,TOPIK I,오른쪽,right side,오른쪽으로 가세요,Please go to the right,오른쪽에 있어요,It is on the right,
1016,vocabulary,TOPIK I,오리,duck,오리를 봐요,I see a duck,오리고기를 먹어요,I eat duck meat,
1017,vocabulary,TOPIK I,오빠,older brother (for female),오빠가 있어요,I have an older brother,오빠와 이야기해요,I talk with my older brother,
1018,vocabulary,TOPIK I,오십,fifty,오십 명이 있어요,There are fifty people,오십 살이에요,He is fifty years old,
1019,vocabulary,TOPIK I,오월,May,오월에 만나요,Let’s meet in May,오월은 따뜻해요,May is warm,
1020,vocabulary,TOPIK I,오이,cucumber,오이를 먹어요,I eat cucumber,오이가 신선해요,The cucumber is fresh,
1021,vocabulary,TOPIK I,오전,morning/a.m.,오전에 수업이 있어요,I have class in the morning,오전 9시에 만나요,Let’s meet at 9 a.m.,
1022,vocabulary,TOPIK I,오징어,squid,오징어를 먹어요,I eat squid,오징어가 맛있어요,Squid is delicious,
1023,vocabulary,TOPIK II,경험,experience,다양한 경험을 통해 많이 배웠어요,I learned a lot through various experiences,한국에서 일한 경험이 있습니다,I have experience working in Korea,
1024,vocabulary,TOPIK II,결정,decision,중요한 결정을 해야 합니다,I have to make an important decision,제 결정이 맞았으면 좋겠어요,I hope my decision was right,
1025,vocabulary,TOPIK II,관심,interest,저는 한국 문화에 관심이 많아요,I am very interested in Korean culture,요즘 환경 문제에 관심을 가지는 사람이 많습니다,These days many people are interested in environmental issues,
1026,vocabulary,TOPIK II,관리,management,시간 관리를 잘해야 합니다,You need to manage your time well,건강 관리를 위해 운동을 시작했어요,I started exercising to manage my health,
1027,vocabulary,TOPIK II,기억,memory,어릴 때 기억이 아직도 납니다,I still remember my childhood,그 사람 이름이 기억나지 않아요,I can't remember that person's name,
1028,vocabulary,TOPIK II,노력,effort,성공하려면 많은 노력이 필요합니다,A lot of effort is needed to succeed,매일 한국어를 공부하려고 노력해요,I try to study Korean every day,
1029,vocabulary,TOPIK II,문화,culture,한국 문화를 배우는 것이 재미있어요,Learning Korean culture is interesting,나라마다 문화가 다릅니다,Every country has a different culture,
1030,vocabulary,TOPIK II,변화,change,요즘 날씨 변화가 심합니다,Recently the weather changes are severe,생활 방식이 많이 변했어요,My lifestyle changed a lot,
1031,vocabulary,TOPIK II,실수,mistake,시험에서 실수를 많이 했어요,I made many mistakes on the exam,실수해도 다시 도전하면 됩니다,"Even if you make mistakes, you can try again",
1032,vocabulary,TOPIK II,환경,environment,환경 보호는 매우 중요합니다,Protecting the environment is very important,조용한 환경에서 공부하고 싶어요,I want to study in a quiet environment,
1033,vocabulary,TOPIK II,발견,discovery,새로운 사실을 발견했어요,I discovered a new fact,여행 중에 좋은 식당을 발견했습니다,I found a good restaurant during the trip,
1034,vocabulary,TOPIK II,발전,development,기술 발전이 정말 빠릅니다,Technology is developing very quickly,한국어 실력이 많이 발전했어요,My Korean skills improved a lot,
1035,vocabulary,TOPIK II,방문,visit,지난주에 박물관을 방문했어요,I visited a museum last week,친구가 우리 집을 방문했습니다,My friend visited my house,
1036,vocabulary,TOPIK II,부족,lack,시간이 부족해서 숙제를 못 했어요,I couldn't do my homework because I lacked time,운동이 부족하면 건강이 나빠질 수 있습니다,"If you don't exercise enough, your health can get worse",
1037,vocabulary,TOPIK II,상황,situation,상황이 생각보다 심각합니다,The situation is more serious than expected,어려운 상황에서도 포기하지 않았어요,I didn't give up even in a difficult situation,
1038,vocabulary,TOPIK II,선택,choice,어떤 선택이 좋은지 모르겠어요,I don't know which choice is better,학생들은 자유롭게 선택할 수 있습니다,Students can choose freely,
1039,vocabulary,TOPIK II,성격,personality,그 사람은 성격이 밝고 친절합니다,That person has a bright and kind personality,성격이 달라도 친구가 될 수 있어요,People can be friends even with different personalities,
1040,vocabulary,TOPIK II,소식,news,좋은 소식을 들었어요,I heard good news,가족에게서 오랜만에 소식이 왔습니다,I got news from my family after a long time,
1041,vocabulary,TOPIK II,습관,habit,늦게 자는 습관을 고치고 싶어요,I want to fix my habit of sleeping late,좋은 습관은 중요합니다,Good habits are important,
1042,vocabulary,TOPIK II,실패,failure,실패를 두려워하지 마세요,Do not fear failure,한 번 실패했지만 다시 도전했어요,I failed once but tried again,
1043,vocabulary,TOPIK II,약속,promise,친구와 약속이 있어서 나갑니다,I am going out because I have plans with a friend,약속 시간을 지켜 주세요,Please keep the appointment time,
1044,vocabulary,TOPIK II,연습,practice,매일 발음을 연습하고 있어요,I practice pronunciation every day,연습을 많이 하면 실력이 늘어요,"If you practice a lot, your skills improve",
1045,vocabulary,TOPIK II,이용,use,도서관을 자주 이용합니다,I use the library often,이 앱은 사용하기 편리해서 많이 이용합니다,"This app is convenient, so many people use it",
1046,vocabulary,TOPIK II,인기,popularity,이 카페는 학생들에게 인기가 많아요,This cafe is very popular among students,요즘 이 노래가 정말 인기 있습니다,This song is really popular these days,
1047,vocabulary,TOPIK II,자신감,confidence,발표 후에 자신감이 생겼어요,I gained confidence after the presentation,자신감을 가지고 말해 보세요,Try speaking with confidence,
1048,vocabulary,TOPIK II,장점,strength,이 제품의 장점은 가격이 싸다는 것입니다,The advantage of this product is its low price,제 장점은 성실함입니다,My strength is diligence,
1049,vocabulary,TOPIK II,준비,preparation,시험 준비를 열심히 하고 있습니다,I am preparing hard for the exam,여행 전에 필요한 것을 준비했어요,I prepared necessary things before the trip,
1050,vocabulary,TOPIK II,증가,increase,외국인 관광객이 많이 증가했습니다,The number of foreign tourists increased a lot,요즘 물가가 계속 증가하고 있습니다,Prices are continuously increasing these days,
1051,vocabulary,TOPIK II,참여,participation,학교 행사에 참여하고 싶어요,I want to participate in the school event,많은 시민들이 봉사 활동에 참여했습니다,Many citizens participated in volunteer work,
